index,timestamp,directory,current_space_gb
93,00:09.8,/scratch,2.96974
94,00:09.8,/projects,1.77264
95,00:09.8,/customers,0.46203
96,10:04.2,/info,3.0412
97,10:04.2,/scratch,3.01035
98,10:04.2,/projects,1.77332
99,10:04.2,/customers,0.52651
100,20:04.7,/info,4.82892
101,20:04.7,/scratch,3.0211
102,20:04.7,/projects,1.67871
103,20:04.7,/customers,0.6107
104,30:07.1,/info,4.83261
105,30:07.1,/scratch,3.47302
106,30:07.1,/projects,0.81482
107,30:07.1,/customers,0.66528
108,40:05.3,/info,5.07408
109,40:05.3,/scratch,3.85411
110,40:05.3,/projects,0.76432
111,40:05.3,/customers,0.6748
112,50:05.1,/info,4.82424
113,50:05.1,/scratch,3.86549
114,50:05.1,/projects,1.81966
115,50:05.1,/customers,1.66581
116,00:03.8,/info,5.22956
117,00:03.8,/scratch,3.98475
118,00:03.8,/projects,1.85408
119,00:03.8,/customers,1.64215
120,10:04.4,/info,4.36694
121,10:04.4,/scratch,4.01703
122,10:04.4,/projects,1.8743
123,10:04.4,/customers,1.77756
124,20:56.1,/info,5.12397
125,20:56.1,/scratch,4.22737
126,20:56.1,/projects,1.15157
127,20:56.1,/customers,1.993
128,30:04.6,/info,5.31025
129,30:04.6,/scratch,4.96653
130,30:04.6,/projects,1.13034
131,30:04.6,/customers,1.9613
132,40:04.4,/info,5.32555
133,40:04.4,/scratch,5.26031
134,40:04.4,/projects,1.13902
135,40:04.4,/customers,1.99703
136,50:12.4,/info,5.72407
137,50:12.4,/scratch,4.46915
138,50:12.4,/projects,1.1232
139,50:12.4,/customers,2.02739
140,00:04.7,/info,6.40374
141,00:04.7,/scratch,4.45685
142,00:04.7,/projects,1.45668
143,00:04.7,/customers,2.40075
144,10:05.2,/info,5.72673
145,10:05.2,/scratch,4.72634
146,10:05.2,/projects,1.46188
147,10:05.2,/customers,2.40169
148,20:04.7,/info,6.36093
149,20:04.7,/scratch,4.80337
150,20:04.7,/projects,1.1162
151,20:04.7,/customers,2.21523
152,30:05.4,/info,7.19267
153,30:05.4,/scratch,5.40861
154,30:05.4,/projects,1.18724
155,30:05.4,/customers,2.12509
156,40:05.4,/info,7.15791
157,40:05.4,/scratch,5.38792
158,40:05.4,/projects,1.14438
159,40:05.4,/customers,1.79754
160,50:04.8,/info,7.23146
161,50:04.8,/scratch,5.55714
162,50:04.8,/projects,1.14852
163,50:04.8,/customers,1.78876
164,00:04.7,/info,7.01676
165,00:04.7,/scratch,5.35993
166,00:04.7,/projects,1.15395
167,00:04.7,/customers,2.54617
168,10:05.4,/info,7.55985
169,10:05.4,/scratch,5.34503
170,10:05.4,/projects,1.13859
171,10:05.4,/customers,2.55388
172,20:33.8,/info,7.56229
173,20:33.8,/scratch,5.42503
174,20:33.8,/projects,1.03839
175,20:33.8,/customers,2.57696
176,30:05.7,/info,7.56736
177,30:05.7,/scratch,5.52731
178,30:05.7,/projects,1.06951
179,30:05.7,/customers,2.58341
180,40:05.0,/info,6.42794
181,40:05.0,/scratch,5.74382
182,40:05.0,/projects,1.06867
183,40:05.0,/customers,2.65733
184,50:06.6,/info,7.20238
185,50:06.6,/scratch,5.75558
186,50:06.6,/projects,1.11626
187,50:06.6,/customers,2.76677
188,00:09.5,/info,8.0144
189,00:09.5,/scratch,5.62054
190,00:09.5,/projects,1.7004
191,00:09.5,/customers,2.83078
192,10:05.7,/info,8.16743
193,10:05.7,/scratch,5.76851
194,10:05.7,/projects,2.4167
195,10:05.7,/customers,2.1135
196,20:50.4,/info,6.96078
197,20:50.4,/scratch,5.75572
198,20:50.4,/projects,1.66298
199,20:50.4,/customers,2.58941
200,30:04.6,/info,6.7471
201,30:04.6,/scratch,5.80539
202,30:04.6,/projects,1.71087
203,30:04.6,/customers,2.59221
204,40:04.3,/info,6.66894
205,40:04.3,/scratch,5.93932
206,40:04.3,/projects,1.69793
207,40:04.3,/customers,2.55939
208,50:04.3,/info,6.84112
209,50:04.3,/scratch,5.97935
210,50:04.3,/projects,1.69957
211,50:04.3,/customers,2.65374
212,00:13.7,/info,6.96044
213,00:13.7,/scratch,5.98945
214,00:13.7,/projects,2.17963
215,00:13.7,/customers,2.66126
216,10:06.2,/info,7.3516
217,10:06.2,/scratch,5.99993
218,10:06.2,/projects,2.17886
219,10:06.2,/customers,2.73505
220,20:04.2,/info,7.2708
221,20:04.2,/scratch,6.67824
222,20:04.2,/projects,1.7936
223,20:04.2,/customers,3.51392
224,30:05.0,/info,7.2676
225,30:05.0,/scratch,6.59754
226,30:05.0,/projects,1.94463
227,30:05.0,/customers,3.48309
228,40:05.0,/info,7.17758
229,40:05.0,/scratch,6.62229
230,40:05.0,/projects,2.75133
231,40:05.0,/customers,3.42485
232,50:04.9,/info,7.57984
233,50:04.9,/scratch,6.67786
234,50:04.9,/projects,2.11034
235,50:04.9,/customers,3.38285
236,00:05.1,/info,7.69472
237,00:05.1,/scratch,6.80083
238,00:05.1,/projects,2.49514
239,00:05.1,/customers,3.39147
240,10:04.6,/info,7.69294
241,10:04.6,/scratch,6.76277
242,10:04.6,/projects,2.49557
243,10:04.6,/customers,3.5677
244,20:05.1,/info,7.67214
245,20:05.1,/scratch,6.83487
246,20:05.1,/projects,2.49468
247,20:05.1,/customers,3.7146
248,30:06.2,/info,6.85085
249,30:06.2,/scratch,7.55621
250,30:06.2,/projects,3.06705
251,30:06.2,/customers,3.69204
252,40:04.1,/info,6.92222
253,40:04.1,/scratch,7.55953
254,40:04.1,/projects,3.0773
255,40:04.1,/customers,3.75069
256,50:04.8,/info,7.59145
257,50:04.8,/scratch,7.55697
258,50:04.8,/projects,2.97994
259,50:04.8,/customers,3.96796
260,00:03.8,/info,7.73199
261,00:03.8,/scratch,7.4548
262,00:03.8,/projects,2.47052
263,00:03.8,/customers,4.08432
264,10:06.1,/info,7.1886
265,10:06.1,/scratch,7.53159
266,10:06.1,/projects,2.43867
267,10:06.1,/customers,4.20176
268,20:06.0,/info,7.78993
269,20:06.0,/scratch,7.60712
270,20:06.0,/projects,2.36842
271,20:06.0,/customers,4.2137
272,30:04.6,/info,8.60113
273,30:04.6,/scratch,7.81817
274,30:04.6,/projects,2.42645
275,30:04.6,/customers,4.18109
276,40:04.2,/info,9.1953
277,40:04.2,/scratch,7.8251
278,40:04.2,/projects,2.4652
279,40:04.2,/customers,4.28405
280,50:04.5,/info,9.40475
281,50:04.5,/scratch,7.94498
282,50:04.5,/projects,2.61157
283,50:04.5,/customers,5.10039
284,00:04.7,/info,9.33356
285,00:04.7,/scratch,8.93228
286,00:04.7,/projects,3.18592
287,00:04.7,/customers,5.15105
288,10:05.7,/info,9.23806
289,10:05.7,/scratch,9.01708
290,10:05.7,/projects,3.19013
291,10:05.7,/customers,5.46916
292,20:06.1,/info,10.0817
293,20:06.1,/scratch,8.955
294,20:06.1,/projects,3.19653
295,20:06.1,/customers,4.23541
296,30:05.6,/info,11.07534
297,30:05.6,/scratch,8.89738
298,30:05.6,/projects,4.19577
299,30:05.6,/customers,4.39164
300,40:04.4,/info,10.31762
301,40:04.4,/scratch,9.01346
302,40:04.4,/projects,4.22166
303,40:04.4,/customers,4.39184
304,50:04.7,/info,10.85309
305,50:04.7,/scratch,9.19144
306,50:04.7,/projects,4.21044
307,50:04.7,/customers,4.38814
308,00:06.6,/info,10.73632
309,00:06.6,/scratch,8.91961
310,00:06.6,/projects,3.62458
311,00:06.6,/customers,4.40964
312,10:09.2,/info,9.86048
313,10:09.2,/scratch,9.11388
314,10:09.2,/projects,4.36606
315,10:09.2,/customers,4.39024
316,20:04.9,/info,9.86791
317,20:04.9,/scratch,9.09613
318,20:04.9,/projects,4.3559
319,20:04.9,/customers,4.08838
320,30:06.5,/info,9.80582
321,30:06.5,/scratch,8.64729
322,30:06.5,/projects,4.84631
323,30:06.5,/customers,4.07972
324,40:08.9,/info,9.46257
325,40:08.9,/scratch,8.53108
326,40:08.9,/projects,4.84705
327,40:08.9,/customers,4.36125
328,50:07.4,/info,9.3708
329,50:07.4,/scratch,8.54648
330,50:07.4,/projects,4.84223
331,50:07.4,/customers,4.37166
332,00:05.9,/info,9.4723
333,00:05.9,/scratch,8.60467
334,00:05.9,/projects,4.75064
335,00:05.9,/customers,4.40066
336,10:03.8,/info,10.32616
337,10:03.8,/scratch,8.61357
338,10:03.8,/projects,4.78665
339,10:03.8,/customers,4.3171
340,20:05.6,/info,10.36591
341,20:05.6,/scratch,8.73011
342,20:05.6,/projects,4.38265
343,20:05.6,/customers,4.19803
344,30:05.1,/info,10.29249
345,30:05.1,/scratch,9.61836
346,30:05.1,/projects,4.38739
347,30:05.1,/customers,4.24837
348,40:05.1,/info,11.07156
349,40:05.1,/scratch,9.44572
350,40:05.1,/projects,4.48653
351,40:05.1,/customers,4.41323
352,50:06.1,/info,10.98036
353,50:06.1,/scratch,9.64181
354,50:06.1,/projects,4.51914
355,50:06.1,/customers,4.35873
356,00:06.4,/info,11.92308
357,00:06.4,/scratch,9.75118
358,00:06.4,/projects,4.96854
359,00:06.4,/customers,4.36364
360,10:05.0,/info,12.24797
361,10:05.0,/scratch,10.02311
362,10:05.0,/projects,4.96771
363,10:05.0,/customers,5.07114
364,20:05.1,/info,12.34278
365,20:05.1,/scratch,10.02876
366,20:05.1,/projects,5.81858
367,20:05.1,/customers,5.75503
368,30:06.2,/info,12.39716
369,30:06.2,/scratch,10.05057
370,30:06.2,/projects,5.82268
371,30:06.2,/customers,5.75832
372,40:07.0,/info,12.36578
373,40:07.0,/scratch,10.2782
374,40:07.0,/projects,5.88226
375,40:07.0,/customers,5.81772
376,50:05.5,/info,11.86116
377,50:05.5,/scratch,11.19664
378,50:05.5,/projects,5.91957
379,50:05.5,/customers,6.40976
380,00:05.0,/info,11.81109
381,00:05.0,/scratch,11.2795
382,00:05.0,/projects,5.79789
383,00:05.0,/customers,6.47061
384,10:03.9,/info,11.82048
385,10:03.9,/scratch,11.36245
386,10:03.9,/projects,5.75424
387,10:03.9,/customers,6.4632
388,20:05.9,/info,12.15341
389,20:05.9,/scratch,11.67238
390,20:05.9,/projects,6.36418
391,20:05.9,/customers,6.48631
392,30:05.2,/info,12.19147
393,30:05.2,/scratch,12.65673
394,30:05.2,/projects,6.29305
395,30:05.2,/customers,7.15285
396,40:06.8,/info,12.22391
397,40:06.8,/scratch,12.6324
398,40:06.8,/projects,6.3812
399,40:06.8,/customers,7.16072
400,50:05.6,/info,12.20048
401,50:05.6,/scratch,12.65789
402,50:05.6,/projects,6.26608
403,50:05.6,/customers,7.2489
404,00:05.4,/info,13.89259
405,00:05.4,/scratch,12.75705
406,00:05.4,/projects,6.37132
407,00:05.4,/customers,7.31443
408,10:09.5,/info,13.89663
409,10:09.5,/scratch,12.78791
410,10:09.5,/projects,6.34947
411,10:09.5,/customers,7.2471
412,20:05.4,/info,13.9993
413,20:05.4,/scratch,13.3129
414,20:05.4,/projects,6.58637
415,20:05.4,/customers,7.42303
416,30:04.5,/info,13.79261
417,30:04.5,/scratch,13.93746
418,30:04.5,/projects,6.59218
419,30:04.5,/customers,7.41954
420,40:05.0,/info,15.30356
421,40:05.0,/scratch,13.92983
422,40:05.0,/projects,6.72093
423,40:05.0,/customers,7.48685
424,50:06.9,/info,15.31142
425,50:06.9,/scratch,14.05458
426,50:06.9,/projects,6.80519
427,50:06.9,/customers,7.85871
428,00:04.3,/info,15.51273
429,00:04.3,/scratch,14.85287
430,00:04.3,/projects,6.87437
431,00:04.3,/customers,7.90283
432,10:05.7,/info,14.80675
433,10:05.7,/scratch,14.96178
434,10:05.7,/projects,6.86766
435,10:05.7,/customers,8.8958
436,20:05.6,/info,14.25695
437,20:05.6,/scratch,15.00579
438,20:05.6,/projects,6.87836
439,20:05.6,/customers,8.89516
440,30:05.2,/info,15.31865
441,30:05.2,/scratch,14.04095
442,30:05.2,/projects,6.40607
443,30:05.2,/customers,8.9735
444,40:30.2,/info,15.29068
445,40:30.2,/scratch,14.06391
446,40:30.2,/projects,6.40872
447,40:30.2,/customers,9.06096
448,50:12.6,/info,15.2724
449,50:12.6,/scratch,14.42119
450,50:12.6,/projects,6.42772
451,50:12.6,/customers,9.09518
452,00:05.1,/info,17.16251
453,00:05.1,/scratch,14.44136
454,00:05.1,/projects,6.40452
455,00:05.1,/customers,9.11449
456,10:09.4,/info,17.16205
457,10:09.4,/scratch,15.38611
458,10:09.4,/projects,7.01791
459,10:09.4,/customers,9.20889
460,20:05.8,/info,18.06294
461,20:05.8,/scratch,15.23315
462,20:05.8,/projects,7.02277
463,20:05.8,/customers,9.81356
464,30:04.5,/info,18.9738
465,30:04.5,/scratch,15.22235
466,30:04.5,/projects,7.02655
467,30:04.5,/customers,9.81264
468,40:04.8,/info,18.04912
469,40:04.8,/scratch,15.31891
470,40:04.8,/projects,7.02073
471,40:04.8,/customers,10.83074
472,50:05.3,/info,17.86065
473,50:05.3,/scratch,16.21944
474,50:05.3,/projects,7.01996
475,50:05.3,/customers,10.83128
476,00:08.8,/info,17.86337
477,00:08.8,/scratch,16.196
478,00:08.8,/projects,6.96971
479,00:08.8,/customers,10.9515
480,10:05.3,/info,17.53089
481,10:05.3,/scratch,16.33028
482,10:05.3,/projects,7.81321
483,10:05.3,/customers,11.03911
484,20:04.5,/info,17.57486
485,20:04.5,/scratch,16.34187
486,20:04.5,/projects,7.81404
487,20:04.5,/customers,11.20674
488,30:04.9,/info,17.90216
489,30:04.9,/scratch,16.61082
490,30:04.9,/projects,8.73163
491,30:04.9,/customers,12.95296
492,40:04.9,/info,16.59141
493,40:04.9,/scratch,16.72124
494,40:04.9,/projects,8.8096
495,40:04.9,/customers,13.40481
496,50:04.5,/info,16.6615
497,50:04.5,/scratch,16.54898
498,50:04.5,/projects,8.78224
499,50:04.5,/customers,13.81145
500,00:05.6,/info,17.05592
501,00:05.6,/scratch,16.58195
502,00:05.6,/projects,8.78526
503,00:05.6,/customers,13.81953
504,10:06.1,/info,17.52114
505,10:06.1,/scratch,16.648
506,10:06.1,/projects,8.75279
507,10:06.1,/customers,13.80135
508,41:37.4,/info,16.70103
509,41:37.4,/scratch,16.78502
510,41:37.4,/projects,8.79403
511,41:37.4,/customers,13.61289
512,50:04.9,/info,16.70586
513,50:04.9,/scratch,17.03555
514,50:04.9,/projects,8.92558
515,50:04.9,/customers,13.65928
516,00:06.1,/info,18.25709
517,00:06.1,/scratch,17.97055
518,00:06.1,/projects,8.98602
519,00:06.1,/customers,13.5469
520,10:05.4,/info,18.35579
521,10:05.4,/scratch,17.97084
522,10:05.4,/projects,8.42248
523,10:05.4,/customers,13.63755
524,20:04.7,/info,18.37625
525,20:04.7,/scratch,18.54513
526,20:04.7,/projects,8.45548
527,20:04.7,/customers,13.21731
528,30:06.4,/info,18.44363
529,30:06.4,/scratch,19.49629
530,30:06.4,/projects,8.48175
531,30:06.4,/customers,12.61327
532,40:04.9,/info,18.51729
533,40:04.9,/scratch,19.44908
534,40:04.9,/projects,8.55043
535,40:04.9,/customers,13.33249
536,50:05.7,/info,19.55455
537,50:05.7,/scratch,19.46756
538,50:05.7,/projects,9.06501
539,50:05.7,/customers,13.33354
540,00:05.2,/info,19.57087
541,00:05.2,/scratch,20.12337
542,00:05.2,/projects,8.88194
543,00:05.2,/customers,12.89118
544,10:05.5,/info,19.84593
545,10:05.5,/scratch,19.77615
546,10:05.5,/projects,8.82448
547,10:05.5,/customers,12.93698
548,20:05.3,/info,20.59589
549,20:05.3,/scratch,18.72718
550,20:05.3,/projects,8.57502
551,20:05.3,/customers,12.96764
552,30:09.2,/info,20.54292
553,30:09.2,/scratch,20.0191
554,30:09.2,/projects,7.85121
555,30:09.2,/customers,13.04014
556,40:09.6,/info,20.59864
557,40:09.6,/scratch,19.95092
558,40:09.6,/projects,7.84373
559,40:09.6,/customers,12.92575
560,50:07.0,/info,20.94665
561,50:07.0,/scratch,20.08218
562,50:07.0,/projects,6.9982
563,50:07.0,/customers,13.94173
564,00:06.5,/info,20.95233
565,00:06.5,/scratch,20.17145
566,00:06.5,/projects,6.95194
567,00:06.5,/customers,13.92928
568,10:05.4,/info,20.60134
569,10:05.4,/scratch,20.20939
570,10:05.4,/projects,6.94046
571,10:05.4,/customers,13.98659
572,20:06.6,/info,20.88274
573,20:06.6,/scratch,20.21938
574,20:06.6,/projects,6.94227
575,20:06.6,/customers,14.06478
576,30:05.6,/info,21.79919
577,30:05.6,/scratch,20.24028
578,30:05.6,/projects,6.94595
579,30:05.6,/customers,13.36633
580,40:04.7,/info,21.91672
581,40:04.7,/scratch,20.27806
582,40:04.7,/projects,7.89885
583,40:04.7,/customers,13.45632
584,50:05.8,/info,21.98727
585,50:05.8,/scratch,20.24332
586,50:05.8,/projects,7.89166
587,50:05.8,/customers,13.45962
588,00:06.0,/info,21.72692
589,00:06.0,/scratch,20.4285
590,00:06.0,/projects,7.10383
591,00:06.0,/customers,13.43779
592,10:06.1,/info,22.15925
593,10:06.1,/scratch,20.94907
594,10:06.1,/projects,7.01642
595,10:06.1,/customers,12.41514
596,20:09.7,/info,21.13305
597,20:09.7,/scratch,21.00211
598,20:09.7,/projects,7.08785
599,20:09.7,/customers,12.30735
600,30:28.3,/info,21.41416
601,30:28.3,/scratch,20.8837
602,30:28.3,/projects,7.04576
603,30:28.3,/customers,10.8669
604,40:06.3,/info,21.2994
605,40:06.3,/scratch,21.3191
606,40:06.3,/projects,7.00321
607,40:06.3,/customers,10.94604
608,50:05.6,/info,21.04801
609,50:05.6,/scratch,22.17995
610,50:05.6,/projects,6.99588
611,50:05.6,/customers,10.95823
612,00:05.8,/info,20.58922
613,00:05.8,/scratch,22.18003
614,00:05.8,/projects,6.97609
615,00:05.8,/customers,11.09879
616,10:05.8,/info,20.62071
617,10:05.8,/scratch,22.91832
618,10:05.8,/projects,7.52872
619,10:05.8,/customers,11.13286
620,20:11.9,/info,20.68845
621,20:11.9,/scratch,22.92079
622,20:11.9,/projects,7.39216
623,20:11.9,/customers,11.09417
624,30:07.4,/info,20.88321
625,30:07.4,/scratch,22.03054
626,30:07.4,/projects,8.28376
627,30:07.4,/customers,11.13942
628,40:05.3,/info,20.92033
629,40:05.3,/scratch,22.04696
630,40:05.3,/projects,8.33193
631,40:05.3,/customers,11.17383
632,50:05.7,/info,21.679
633,50:05.7,/scratch,22.84047
634,50:05.7,/projects,8.34724
635,50:05.7,/customers,11.37294
636,00:05.2,/info,21.55516
637,00:05.2,/scratch,22.83113
638,00:05.2,/projects,8.43608
639,00:05.2,/customers,12.12464
640,10:05.6,/info,21.44003
641,10:05.6,/scratch,22.77659
642,10:05.6,/projects,8.43168
643,10:05.6,/customers,12.10541
644,20:05.9,/info,20.83946
645,20:05.9,/scratch,22.7812
646,20:05.9,/projects,9.26474
647,20:05.9,/customers,13.37426
648,30:05.6,/info,21.46142
649,30:05.6,/scratch,23.05445
650,30:05.6,/projects,9.29117
651,30:05.6,/customers,13.29815
652,40:04.4,/info,21.46639
653,40:04.4,/scratch,22.81697
654,40:04.4,/projects,10.14314
655,40:04.4,/customers,13.30081
656,50:06.7,/info,21.39966
657,50:06.7,/scratch,22.78862
658,50:06.7,/projects,10.27883
659,50:06.7,/customers,13.30084
660,00:06.1,/info,21.42609
661,00:06.1,/scratch,23.21757
662,00:06.1,/projects,10.2797
663,00:06.1,/customers,13.91188
664,10:05.7,/info,21.70177
665,10:05.7,/scratch,23.58931
666,10:05.7,/projects,11.10101
667,10:05.7,/customers,13.86017
668,20:05.0,/info,21.75805
669,20:05.0,/scratch,23.67062
670,20:05.0,/projects,11.1688
671,20:05.0,/customers,13.87685
672,30:05.5,/info,21.92044
673,30:05.5,/scratch,24.61363
674,30:05.5,/projects,12.07684
675,30:05.5,/customers,13.09468
676,40:05.4,/info,22.371
677,40:05.4,/scratch,24.62034
678,40:05.4,/projects,11.29086
679,40:05.4,/customers,13.88941
680,50:05.5,/info,21.90941
681,50:05.5,/scratch,24.27849
682,50:05.5,/projects,11.34899
683,50:05.5,/customers,14.3842
684,00:06.8,/info,22.57842
685,00:06.8,/scratch,24.16745
686,00:06.8,/projects,11.34937
687,00:06.8,/customers,14.45584
688,10:11.0,/info,22.57673
689,10:11.0,/scratch,24.50435
690,10:11.0,/projects,11.37641
691,10:11.0,/customers,14.88582
692,20:05.5,/info,23.48183
693,20:05.5,/scratch,24.50958
694,20:05.5,/projects,11.30367
695,20:05.5,/customers,14.90963
696,30:05.2,/info,23.82565
697,30:05.2,/scratch,25.22765
698,30:05.2,/projects,11.34568
699,30:05.2,/customers,14.91651
700,40:05.9,/info,23.24359
701,40:05.9,/scratch,25.17108
702,40:05.9,/projects,11.30345
703,40:05.9,/customers,15.01656
704,50:05.9,/info,23.36523
705,50:05.9,/scratch,25.60463
706,50:05.9,/projects,11.84896
707,50:05.9,/customers,15.06804
708,00:07.3,/info,23.62721
709,00:07.3,/scratch,25.6075
710,00:07.3,/projects,11.68205
711,00:07.3,/customers,15.55217
712,10:04.7,/info,24.17001
713,10:04.7,/scratch,25.38008
714,10:04.7,/projects,12.3849
715,10:04.7,/customers,14.82019
716,20:04.3,/info,23.76967
717,20:04.3,/scratch,25.38599
718,20:04.3,/projects,12.38498
719,20:04.3,/customers,14.80272
720,30:04.5,/info,23.8269
721,30:04.5,/scratch,25.36569
722,30:04.5,/projects,13.05515
723,30:04.5,/customers,14.7207
724,40:05.8,/info,23.8269
725,40:05.8,/scratch,25.36569
726,40:05.8,/projects,13.05515
727,40:05.8,/customers,14.7207
728,50:04.5,/info,23.8269
729,50:04.5,/scratch,25.36569
730,50:04.5,/projects,13.05515
731,50:04.5,/customers,14.7207
732,00:21.0,/info,23.8269
733,00:21.0,/scratch,25.36569
734,00:21.0,/projects,13.05515
735,00:21.0,/customers,14.7207
736,10:18.7,/info,23.8269
737,10:18.7,/scratch,25.36569
738,10:18.7,/projects,13.05515
739,10:18.7,/customers,14.7207
740,20:22.0,/info,23.8269
741,20:22.0,/scratch,25.36569
742,20:22.0,/projects,13.05515
743,20:22.0,/customers,14.7207
744,30:15.1,/info,23.92103
745,30:15.1,/scratch,26.3796
746,30:15.1,/projects,13.07652
747,30:15.1,/customers,14.74548
748,40:10.0,/info,21.37882
749,40:10.0,/scratch,26.3793
750,40:10.0,/projects,13.16544
751,40:10.0,/customers,14.18257
752,50:05.0,/info,21.69513
753,50:05.0,/scratch,27.22523
754,50:05.0,/projects,13.23743
755,50:05.0,/customers,14.33003
756,00:06.9,/info,21.62006
757,00:06.9,/scratch,28.23005
758,00:06.9,/projects,13.63512
759,00:06.9,/customers,14.38751
760,10:06.2,/info,21.87642
761,10:06.2,/scratch,28.31887
762,10:06.2,/projects,13.61007
763,10:06.2,/customers,14.35082
764,20:07.1,/info,21.75875
765,20:07.1,/scratch,28.11884
766,20:07.1,/projects,13.61023
767,20:07.1,/customers,13.965
768,30:15.5,/info,21.00358
769,30:15.5,/scratch,28.04979
770,30:15.5,/projects,13.60451
771,30:15.5,/customers,13.99475
772,40:06.9,/info,21.22849
773,40:06.9,/scratch,28.07474
774,40:06.9,/projects,13.10546
775,40:06.9,/customers,14.25033
776,50:06.1,/info,21.25038
777,50:06.1,/scratch,28.96928
778,50:06.1,/projects,13.28986
779,50:06.1,/customers,14.3112
780,00:05.9,/info,21.04009
781,00:05.9,/scratch,28.99924
782,00:05.9,/projects,13.30208
783,00:05.9,/customers,14.2938
784,10:37.6,/info,21.13644
785,10:37.6,/scratch,29.78864
786,10:37.6,/projects,13.30217
787,10:37.6,/customers,14.0618
788,20:06.7,/info,21.16096
789,20:06.7,/scratch,30.00349
790,20:06.7,/projects,13.34392
791,20:06.7,/customers,14.15298
792,30:06.5,/info,21.21244
793,30:06.5,/scratch,30.69511
794,30:06.5,/projects,13.39146
795,30:06.5,/customers,14.13066
796,40:07.1,/info,21.77836
797,40:07.1,/scratch,30.03566
798,40:07.1,/projects,13.34716
799,40:07.1,/customers,14.16512
800,50:06.4,/info,21.69625
801,50:06.4,/scratch,30.03745
802,50:06.4,/projects,13.34086
803,50:06.4,/customers,14.2447
804,00:10.8,/info,22.48215
805,00:10.8,/scratch,30.16694
806,00:10.8,/projects,13.40764
807,00:10.8,/customers,14.25844
808,10:08.5,/info,23.11349
809,10:08.5,/scratch,30.16292
810,10:08.5,/projects,13.01578
811,10:08.5,/customers,13.64183
812,20:05.6,/info,24.06184
813,20:05.6,/scratch,30.2309
814,20:05.6,/projects,13.09238
815,20:05.6,/customers,13.644
816,30:08.4,/info,24.71495
817,30:08.4,/scratch,30.31225
818,30:08.4,/projects,13.08859
819,30:08.4,/customers,13.69
820,40:08.6,/info,24.7248
821,40:08.6,/scratch,31.16938
