timestamp,directory,files_added,files_deleted,files_modified,size_added_gb,size_deleted_gb,size_modified_gb,total_files,current_space_gb
2024-10-01 14:00:00,/scratch,85,51,56,23.028,1.343,2.412,20324,591.06
2024-10-01 14:00:00,/projects,94,62,116,53.1,2.705,11.272,14417,744.9
2024-10-01 14:00:00,/user,121,52,134,12.866,1.481,2.931,12834,413.55
2024-10-01 15:00:00,/data,0,0,0,0,0,0,18126,1287.49
2024-10-01 15:00:00,/scratch,91,39,55,31.297,0.95,2.248,20376,623.66
2024-10-01 15:00:00,/projects,51,28,64,33.251,1.445,6.033,14440,782.74
2024-10-01 15:00:00,/user,147,83,160,16.35,2.291,3.039,12898,430.65
2024-10-01 16:00:00,/data,71,24,50,85.609,1.273,10.711,18173,1382.54
2024-10-01 16:00:00,/scratch,107,47,62,33.918,1.153,2.323,20436,658.74
2024-10-01 16:00:00,/projects,50,33,60,35.773,1.469,7.478,14457,824.52
2024-10-01 16:00:00,/user,97,53,95,13.256,1.26,1.631,12942,444.28
2024-10-01 17:00:00,/data,39,18,53,42.789,1.06,10.241,18194,1434.51
2024-10-01 17:00:00,/scratch,102,44,58,29.543,1.189,2.518,20494,689.62
2024-10-01 17:00:00,/projects,0,0,0,0,0,0,14457,824.52
2024-10-01 17:00:00,/user,91,33,76,11.682,1.014,1.017,13000,455.96
2024-10-01 18:00:00,/data,0,0,0,0,0,0,18194,1434.51
2024-10-01 18:00:00,/scratch,121,52,64,36.827,1.665,3.667,20563,728.44
2024-10-01 18:00:00,/projects,46,41,61,29.817,2.055,6.516,14462,858.8
2024-10-01 18:00:00,/user,118,52,127,19.096,1.494,2.009,13066,475.57
2024-10-01 19:00:00,/data,27,19,45,25.789,1.158,10.218,18202,1469.36
2024-10-01 19:00:00,/scratch,59,23,42,15.63,0.668,2.372,20599,745.78
2024-10-01 19:00:00,/projects,25,15,40,13.244,0.975,3.39,14472,874.46
2024-10-01 19:00:00,/user,0,0,0,0,0,0,13066,475.57
2024-10-01 20:00:00,/data,39,20,29,44.34,1.527,4.696,18221,1516.86
2024-10-01 20:00:00,/scratch,84,26,49,22.325,0.695,2.578,20657,769.99
2024-10-01 20:00:00,/projects,0,0,0,0,0,0,14472,874.46
2024-10-01 20:00:00,/user,93,39,90,9.678,1.261,1.567,13120,485.56
2024-10-01 21:00:00,/data,30,25,42,24.089,1.423,6.676,18226,1546.21
2024-10-01 21:00:00,/scratch,51,17,34,13.288,0.484,1.738,20691,784.53
2024-10-01 21:00:00,/projects,18,14,36,13.008,0.856,4.607,14476,891.21
2024-10-01 21:00:00,/user,118,70,93,12.64,2.292,1.449,13168,497.36
2024-10-01 22:00:00,/data,96,46,103,111.744,3.0,21.231,18276,1676.18
2024-10-01 22:00:00,/scratch,58,32,44,18.793,0.924,1.393,20717,803.79
2024-10-01 22:00:00,/projects,22,11,28,11.321,0.502,2.891,14487,904.92
2024-10-01 22:00:00,/user,74,29,71,7.23,0.934,0.954,13213,504.61
2024-10-01 23:00:00,/data,32,19,24,40.443,1.763,3.676,18289,1718.54
2024-10-01 23:00:00,/scratch,33,14,20,9.287,0.565,0.912,20736,813.42
2024-10-01 23:00:00,/projects,0,0,0,0,0,0,14487,904.92
2024-10-01 23:00:00,/user,69,30,68,8.662,0.995,1.187,13252,513.46
2024-10-02 00:00:00,/data,0,0,0,0,0,0,18289,1718.54
2024-10-02 00:00:00,/scratch,16,6,11,4.366,0.194,0.33,20746,817.93
2024-10-02 00:00:00,/projects,0,0,0,0,0,0,14487,904.92
2024-10-02 00:00:00,/user,68,29,55,7.794,1.094,0.992,13291,521.15
2024-10-02 01:00:00,/data,15,10,26,14.901,0.827,4.706,18294,1737.32
2024-10-02 01:00:00,/scratch,0,0,0,0,0,0,20746,817.93
2024-10-02 01:00:00,/projects,7,5,16,2.736,0.333,1.124,14489,908.45
2024-10-02 01:00:00,/user,24,19,40,3.261,0.544,0.539,13296,524.41
2024-10-02 02:00:00,/data,5,3,15,6.25,0.268,1.864,18296,1745.16
2024-10-02 02:00:00,/scratch,9,3,6,1.904,0.073,0.124,20752,819.88
2024-10-02 02:00:00,/projects,0,0,0,0,0,0,14489,908.45
2024-10-02 02:00:00,/user,0,0,0,0,0,0,13296,524.41
2024-10-02 03:00:00,/data,0,0,0,0,0,0,18296,1745.16
2024-10-02 03:00:00,/scratch,0,0,0,0,0,0,20752,819.88
2024-10-02 03:00:00,/projects,0,0,0,0,0,0,14489,908.45
2024-10-02 03:00:00,/user,14,6,9,1.334,0.211,0.296,13304,525.83
2024-10-02 04:00:00,/data,0,0,0,0,0,0,18296,1745.16
2024-10-02 04:00:00,/scratch,0,0,0,0,0,0,20752,819.88
2024-10-02 04:00:00,/projects,0,0,0,0,0,0,14489,908.45
2024-10-02 04:00:00,/user,22,9,11,2.261,0.256,0.13,13317,527.96
2024-10-02 05:00:00,/data,0,0,0,0,0,0,18296,1745.16
2024-10-02 05:00:00,/scratch,48,17,39,13.201,0.598,1.383,20783,833.87
2024-10-02 05:00:00,/projects,0,0,0,0,0,0,14489,908.45
2024-10-02 05:00:00,/user,0,0,0,0,0,0,13317,527.96
2024-10-02 06:00:00,/data,0,0,0,0,0,0,18296,1745.16
2024-10-02 06:00:00,/scratch,57,17,37,15.223,0.548,1.605,20823,850.15
2024-10-02 06:00:00,/projects,35,27,46,26.371,1.304,4.302,14497,937.82
2024-10-02 06:00:00,/user,125,0,0,24.451,0,0,13442,552.41
2024-10-02 07:00:00,/data,66,32,79,63.725,2.079,15.139,18330,1821.95
2024-10-02 07:00:00,/scratch,100,21,56,32.659,0.704,1.894,20902,884.0
2024-10-02 07:00:00,/projects,0,0,0,0,0,0,14497,937.82
2024-10-02 07:00:00,/user,52,21,44,5.303,0.744,0.766,13473,557.74
2024-10-02 08:00:00,/data,102,41,107,131.106,3.758,21.328,18391,1970.62
2024-10-02 08:00:00,/scratch,78,25,36,18.996,1.064,1.832,20955,903.76
2024-10-02 08:00:00,/projects,215,120,243,116.818,7.405,24.472,14592,1071.71
2024-10-02 08:00:00,/user,0,0,0,0,0,0,13473,557.74
2024-10-02 09:00:00,/data,0,0,0,0,0,0,18391,1970.62
2024-10-02 09:00:00,/scratch,153,48,80,41.429,1.597,4.248,21060,947.84
2024-10-02 09:00:00,/projects,0,0,0,0,0,0,14592,1071.71
2024-10-02 09:00:00,/user,135,69,143,16.65,2.335,2.121,13539,574.17
2024-10-02 10:00:00,/data,197,86,183,224.493,7.73,28.233,18502,2215.62
2024-10-02 10:00:00,/scratch,60,27,28,19.664,1.24,1.584,21093,967.85
2024-10-02 10:00:00,/projects,164,91,222,100.586,6.647,20.311,14665,1185.96
2024-10-02 10:00:00,/user,145,99,173,18.264,3.661,3.129,13585,591.91
2024-10-02 11:00:00,/data,152,67,124,161.379,7.397,24.127,18587,2393.73
2024-10-02 11:00:00,/scratch,72,20,55,18.153,0.678,2.901,21145,988.22
2024-10-02 11:00:00,/projects,0,0,0,0,0,0,14665,1185.96
2024-10-02 11:00:00,/user,0,0,0,0,0,0,13585,591.91
2024-10-02 12:00:00,/data,52,29,42,63.87,2.932,6.684,18610,2461.35
2024-10-02 12:00:00,/scratch,132,49,58,43.835,2.042,3.064,21228,1033.08
2024-10-02 12:00:00,/projects,160,66,183,90.221,4.517,15.583,14759,1287.24
2024-10-02 12:00:00,/user,152,73,185,18.788,2.523,3.136,13664,611.31
2024-10-02 13:00:00,/data,0,0,0,0,0,0,18610,2461.35
2024-10-02 13:00:00,/scratch,138,66,78,42.739,2.914,3.961,21300,1076.87
2024-10-02 13:00:00,/projects,96,53,144,54.972,3.484,11.152,14802,1349.88
2024-10-02 13:00:00,/user,181,104,211,20.954,3.897,2.688,13741,631.05
2024-10-02 14:00:00,/data,103,39,100,104.644,4.007,19.756,18674,2581.74
2024-10-02 14:00:00,/scratch,174,68,104,51.356,2.625,4.707,21406,1130.31
2024-10-02 14:00:00,/projects,132,53,143,72.882,3.579,14.206,14881,1433.39
2024-10-02 14:00:00,/user,394,211,384,45.353,8.251,7.039,13924,675.19
2024-10-02 15:00:00,/data,0,0,0,0,0,0,18674,2581.74
2024-10-02 15:00:00,/scratch,184,62,102,51.881,2.876,3.941,21528,1183.25
2024-10-02 15:00:00,/projects,125,64,140,65.829,5.223,10.78,14942,1504.78
2024-10-02 15:00:00,/user,243,130,241,27.535,4.885,4.196,14037,702.04
2024-10-02 16:00:00,/data,0,0,0,0,0,0,18674,2581.74
2024-10-02 16:00:00,/scratch,181,58,103,50.879,3.109,6.109,21651,1237.13
2024-10-02 16:00:00,/projects,0,0,0,0,0,0,14942,1504.78
2024-10-02 16:00:00,/user,162,83,171,16.087,3.523,2.936,14116,717.54
2024-10-02 17:00:00,/data,94,39,70,112.164,4.605,10.002,18729,2699.31
2024-10-02 17:00:00,/scratch,75,32,51,22.868,1.859,1.81,21694,1259.95
2024-10-02 17:00:00,/projects,0,0,0,0,0,0,14942,1504.78
2024-10-02 17:00:00,/user,563,302,607,60.978,12.467,9.903,14377,775.95
2024-10-02 18:00:00,/data,65,34,60,73.952,4.443,8.0,18760,2776.81
2024-10-02 18:00:00,/scratch,44,15,21,14.538,0.846,0.916,21723,1274.56
2024-10-02 18:00:00,/projects,0,0,0,0,0,0,14942,1504.78
2024-10-02 18:00:00,/user,117,56,120,11.746,2.709,1.639,14438,786.63
2024-10-02 19:00:00,/data,0,0,0,0,0,0,18760,2776.81
2024-10-02 19:00:00,/scratch,60,22,30,15.439,1.099,1.281,21761,1290.18
2024-10-02 19:00:00,/projects,42,35,81,34.85,2.903,8.519,14949,1545.24
2024-10-02 19:00:00,/user,166,81,152,16.264,3.564,2.423,14523,801.75
2024-10-02 20:00:00,/data,45,12,38,61.963,1.305,6.159,18793,2843.63
2024-10-02 20:00:00,/scratch,38,13,27,14.579,0.621,1.507,21786,1305.64
2024-10-02 20:00:00,/projects,30,12,31,16.44,1.14,3.764,14967,1564.31
2024-10-02 20:00:00,/user,175,66,165,18.326,2.882,2.754,14632,819.95
2024-10-02 21:00:00,/data,0,0,0,0,0,0,18793,2843.63
2024-10-02 21:00:00,/scratch,50,30,22,19.055,1.905,1.315,21806,1324.11
2024-10-02 21:00:00,/projects,38,13,39,30.094,1.093,4.179,14992,1597.49
2024-10-02 21:00:00,/user,129,45,119,12.874,2.219,1.44,14716,832.04
2024-10-02 22:00:00,/data,25,8,21,33.407,0.798,4.39,18810,2880.63
2024-10-02 22:00:00,/scratch,72,24,63,18.57,1.321,3.274,21854,1344.63
2024-10-02 22:00:00,/projects,24,22,41,12.498,1.66,3.637,14994,1611.96
2024-10-02 22:00:00,/user,54,35,62,5.352,1.575,0.922,14735,836.74
2024-10-02 23:00:00,/data,31,15,24,31.106,2.385,4.536,18826,2913.89
2024-10-02 23:00:00,/scratch,48,28,31,13.401,1.181,1.098,21874,1357.95
2024-10-02 23:00:00,/projects,21,12,24,15.716,0.785,2.335,15003,1629.23
2024-10-02 23:00:00,/user,29,12,33,3.096,0.569,0.476,14752,839.75
2024-10-03 00:00:00,/data,0,0,0,0,0,0,18826,2913.89
2024-10-03 00:00:00,/scratch,0,0,0,0,0,0,21874,1357.95
2024-10-03 00:00:00,/projects,0,0,0,0,0,0,15003,1629.23
2024-10-03 00:00:00,/user,0,0,0,0,0,0,14752,839.75
2024-10-03 01:00:00,/data,13,6,16,10.313,0.644,2.649,18833,2926.21
2024-10-03 01:00:00,/scratch,25,23,26,7.732,1.503,1.662,21876,1365.84
2024-10-03 01:00:00,/projects,0,0,0,0,0,0,15003,1629.23
2024-10-03 01:00:00,/user,0,0,0,0,0,0,14752,839.75
2024-10-03 02:00:00,/data,0,0,0,0,0,0,18833,2926.21
2024-10-03 02:00:00,/scratch,10,0,4,2.652,0,0.267,21886,1368.76
2024-10-03 02:00:00,/projects,6,3,13,12.441,0.198,1.584,15006,1643.06
2024-10-03 02:00:00,/user,0,0,0,0,0,0,14752,839.75
2024-10-03 03:00:00,/data,0,0,0,0,0,0,18833,2926.21
2024-10-03 03:00:00,/scratch,0,0,0,0,0,0,21886,1368.76
2024-10-03 03:00:00,/projects,3,5,10,1.376,0.285,1.195,15004,1645.34
2024-10-03 03:00:00,/user,0,0,0,0,0,0,14752,839.75
2024-10-03 04:00:00,/data,0,0,0,0,0,0,18833,2926.21
2024-10-03 04:00:00,/scratch,0,0,0,0,0,0,21886,1368.76
2024-10-03 04:00:00,/projects,0,0,0,0,0,0,15004,1645.34
2024-10-03 04:00:00,/user,11,9,23,1.302,0.459,0.104,14754,840.69
2024-10-03 05:00:00,/data,0,0,0,0,0,0,18833,2926.21
2024-10-03 05:00:00,/scratch,0,0,0,0,0,0,21886,1368.76
2024-10-03 05:00:00,/projects,0,0,0,0,0,0,15004,1645.34
2024-10-03 05:00:00,/user,0,0,0,0,0,0,14754,840.69
2024-10-03 06:00:00,/data,77,45,100,77.73,6.138,13.78,18865,3011.58
2024-10-03 06:00:00,/scratch,67,24,39,22.22,1.058,1.679,21929,1391.6
2024-10-03 06:00:00,/projects,0,0,0,0,0,0,15004,1645.34
2024-10-03 06:00:00,/user,57,26,45,6.955,1.195,0.788,14785,847.24
2024-10-03 07:00:00,/data,24,24,38,37.756,3.084,7.797,18865,3054.05
2024-10-03 07:00:00,/scratch,175,41,72,53.394,2.084,2.766,22063,1445.68
2024-10-03 07:00:00,/projects,43,19,51,28.397,2.14,5.535,15028,1677.13
2024-10-03 07:00:00,/user,65,38,81,7.335,1.822,1.043,14812,853.8
2024-10-03 08:00:00,/data,44,24,58,80.348,3.935,9.784,18885,3140.24
2024-10-03 08:00:00,/scratch,146,51,88,46.157,2.896,4.898,22158,1493.84
2024-10-03 08:00:00,/projects,0,0,0,0,0,0,15028,1677.13
2024-10-03 08:00:00,/user,169,78,155,19.091,4.269,2.522,14903,871.14
2024-10-03 09:00:00,/data,0,0,0,0,0,0,18885,3140.24
2024-10-03 09:00:00,/scratch,151,56,116,40.828,3.037,5.644,22253,1537.27
2024-10-03 09:00:00,/projects,74,42,89,55.715,4.083,7.513,15060,1736.28
2024-10-03 09:00:00,/user,112,48,123,12.718,2.434,1.762,14967,883.19
2024-10-03 10:00:00,/data,92,47,97,124.692,6.386,16.593,18930,3275.14
2024-10-03 10:00:00,/scratch,112,47,68,30.274,2.465,2.449,22318,1567.53
2024-10-03 10:00:00,/projects,0,0,0,0,0,0,15060,1736.28
2024-10-03 10:00:00,/user,157,77,167,17.825,3.418,2.88,15047,900.47
2024-10-03 11:00:00,/data,77,38,72,79.83,6.143,15.527,18969,3364.36
2024-10-03 11:00:00,/scratch,176,62,104,48.197,3.172,5.427,22432,1617.98
2024-10-03 11:00:00,/projects,137,74,163,79.224,7.111,14.218,15123,1822.61
2024-10-03 11:00:00,/user,292,146,278,33.147,7.397,4.608,15193,930.83
2024-10-03 12:00:00,/data,0,0,0,0,0,0,18969,3364.36
2024-10-03 12:00:00,/scratch,143,60,104,39.536,3.662,5.273,22515,1659.13
2024-10-03 12:00:00,/projects,0,0,0,0,0,0,15123,1822.61
2024-10-03 12:00:00,/user,101,52,109,11.011,2.354,1.808,15242,941.3
2024-10-03 13:00:00,/data,63,39,49,67.474,6.322,10.344,18993,3435.85
2024-10-03 13:00:00,/scratch,78,39,48,16.788,2.616,1.66,22554,1674.96
2024-10-03 13:00:00,/projects,96,55,132,52.465,5.738,9.535,15164,1878.87
2024-10-03 13:00:00,/user,185,100,199,21.906,5.34,2.852,15327,960.72
2024-10-03 14:00:00,/data,0,0,0,0,0,0,18993,3435.85
2024-10-03 14:00:00,/scratch,105,43,72,29.448,2.976,2.692,22616,1704.12
2024-10-03 14:00:00,/projects,267,153,339,163.469,16.439,28.404,15278,2054.31
2024-10-03 14:00:00,/user,241,116,225,26.28,5.856,3.678,15452,984.82
2024-10-03 15:00:00,/data,77,35,72,102.399,5.936,14.314,19035,3546.63
2024-10-03 15:00:00,/scratch,123,51,75,34.55,3.641,3.908,22688,1738.94
2024-10-03 15:00:00,/projects,108,46,113,68.673,5.619,8.484,15340,2125.84
2024-10-03 15:00:00,/user,118,45,110,12.523,2.641,1.826,15525,996.53
2024-10-03 16:00:00,/data,38,19,47,41.498,2.944,9.11,19054,3594.29
2024-10-03 16:00:00,/scratch,173,74,125,56.214,4.727,4.652,22787,1795.08
2024-10-03 16:00:00,/projects,72,31,59,45.168,3.987,6.64,15381,2173.66
2024-10-03 16:00:00,/user,139,88,135,13.439,4.691,2.428,15576,1007.7
2024-10-03 17:00:00,/data,55,23,45,59.75,3.854,6.883,19086,3657.07
2024-10-03 17:00:00,/scratch,147,61,84,38.631,4.23,3.997,22873,1833.48
2024-10-03 17:00:00,/projects,94,59,153,56.083,6.858,13.822,15416,2236.71
2024-10-03 17:00:00,/user,68,34,63,11.729,1.572,1.341,15610,1019.2
2024-10-03 18:00:00,/data,30,13,41,31.715,2.013,5.741,19103,3692.52
2024-10-03 18:00:00,/scratch,156,64,76,48.01,3.683,3.16,22965,1880.96
2024-10-03 18:00:00,/projects,79,38,72,50.495,4.6,7.13,15457,2289.74
2024-10-03 18:00:00,/user,0,0,0,0,0,0,15610,1019.2
2024-10-03 19:00:00,/data,53,26,54,55.45,3.748,10.146,19130,3754.36
2024-10-03 19:00:00,/scratch,75,33,32,21.766,2.428,1.715,23007,1902.02
2024-10-03 19:00:00,/projects,0,0,0,0,0,0,15457,2289.74
2024-10-03 19:00:00,/user,41,12,45,4.387,0.493,0.872,15639,1023.97
2024-10-03 20:00:00,/data,0,0,0,0,0,0,19130,3754.36
2024-10-03 20:00:00,/scratch,0,0,0,0,0,0,23007,1902.02
2024-10-03 20:00:00,/projects,0,0,0,0,0,0,15457,2289.74
2024-10-03 20:00:00,/user,38,17,58,6.25,0.942,0.939,15660,1030.21
2024-10-03 21:00:00,/data,0,0,0,0,0,0,19130,3754.36
2024-10-03 21:00:00,/scratch,0,0,0,0,0,0,23007,1902.02
2024-10-03 21:00:00,/projects,25,17,26,14.427,2.127,2.156,15465,2304.19
2024-10-03 21:00:00,/user,0,0,0,0,0,0,15660,1030.21
2024-10-03 22:00:00,/data,40,20,30,54.512,3.853,8.054,19150,3813.08
2024-10-03 22:00:00,/scratch,37,10,14,14.237,0.702,0.888,23034,1916.44
2024-10-03 22:00:00,/projects,26,14,58,11.416,1.566,4.82,15477,2318.86
2024-10-03 22:00:00,/user,32,11,28,3.242,0.525,0.522,15681,1033.45
2024-10-03 23:00:00,/data,27,15,30,31.631,2.462,5.497,19162,3847.74
2024-10-03 23:00:00,/scratch,21,13,28,5.498,0.833,1.794,23042,1922.9
2024-10-03 23:00:00,/projects,22,11,25,8.09,1.551,1.667,15488,2327.07
2024-10-03 23:00:00,/user,46,17,40,4.812,0.964,0.771,15710,1038.07
2024-10-04 00:00:00,/data,33,24,31,33.499,3.906,7.738,19171,3885.07
2024-10-04 00:00:00,/scratch,0,0,0,0,0,0,23042,1922.9
2024-10-04 00:00:00,/projects,0,0,0,0,0,0,15488,2327.07
2024-10-04 00:00:00,/user,28,10,36,3.075,0.383,0.417,15728,1041.18
2024-10-04 01:00:00,/data,0,0,0,0,0,0,19171,3885.07
2024-10-04 01:00:00,/scratch,34,14,24,11.19,1.035,1.303,23062,1934.36
2024-10-04 01:00:00,/projects,0,0,0,0,0,0,15488,2327.07
2024-10-04 01:00:00,/user,30,13,31,3.322,0.989,0.496,15745,1044.01
2024-10-04 02:00:00,/data,0,0,0,0,0,0,19171,3885.07
2024-10-04 02:00:00,/scratch,13,4,7,3.956,0.415,0.282,23071,1938.18
2024-10-04 02:00:00,/projects,0,0,0,0,0,0,15488,2327.07
2024-10-04 02:00:00,/user,18,11,12,1.886,0.758,0.074,15752,1045.21
2024-10-04 03:00:00,/data,8,7,11,6.628,1.467,3.017,19172,3893.25
2024-10-04 03:00:00,/scratch,11,8,7,1.579,0.538,0.085,23074,1939.31
2024-10-04 03:00:00,/projects,5,3,5,2.717,0.286,0.629,15490,2330.13
2024-10-04 03:00:00,/user,0,0,0,0,0,0,15752,1045.21
2024-10-04 04:00:00,/data,0,0,0,0,0,0,19172,3893.25
2024-10-04 04:00:00,/scratch,0,0,0,0,0,0,23074,1939.31
2024-10-04 04:00:00,/projects,7,6,12,3.429,1.125,1.079,15491,2333.51
2024-10-04 04:00:00,/user,0,0,0,0,0,0,15752,1045.21
2024-10-04 05:00:00,/data,25,9,16,22.204,0.974,3.291,19188,3917.77
2024-10-04 05:00:00,/scratch,26,13,14,9.759,0.683,0.833,23087,1949.22
2024-10-04 05:00:00,/projects,0,0,0,0,0,0,15491,2333.51
2024-10-04 05:00:00,/user,46,26,35,4.603,1.093,0.699,15772,1049.42
2024-10-04 06:00:00,/data,34,24,39,37.319,4.276,5.695,19198,3956.51
2024-10-04 06:00:00,/scratch,112,48,55,29.619,3.757,2.862,23151,1977.94
2024-10-04 06:00:00,/projects,32,11,31,17.379,1.77,2.934,15512,2352.06
2024-10-04 06:00:00,/user,53,18,50,7.792,1.422,0.769,15807,1056.56
2024-10-04 07:00:00,/data,0,0,0,0,0,0,19198,3956.51
2024-10-04 07:00:00,/scratch,32,14,15,10.384,1.169,0.069,23169,1987.22
2024-10-04 07:00:00,/projects,24,8,20,16.915,0.855,1.298,15528,2369.41
2024-10-04 07:00:00,/user,98,45,79,11.072,2.814,1.547,15860,1066.36
2024-10-04 08:00:00,/data,59,32,69,61.826,4.859,13.452,19225,4026.93
2024-10-04 08:00:00,/scratch,45,33,37,11.695,1.944,1.604,23181,1998.58
2024-10-04 08:00:00,/projects,36,25,49,20.008,3.188,4.726,15539,2390.96
2024-10-04 08:00:00,/user,73,40,68,10.435,2.056,1.091,15893,1075.83
2024-10-04 09:00:00,/data,83,38,72,90.519,5.613,11.766,19270,4123.6
2024-10-04 09:00:00,/scratch,111,52,84,28.184,3.381,4.043,23240,2027.42
2024-10-04 09:00:00,/projects,0,0,0,0,0,0,15539,2390.96
2024-10-04 09:00:00,/user,85,41,77,10.74,2.534,1.336,15937,1085.38
2024-10-04 10:00:00,/data,86,36,67,81.304,5.779,10.236,19320,4209.36
2024-10-04 10:00:00,/scratch,176,77,93,52.44,5.498,4.651,23339,2079.02
2024-10-04 10:00:00,/projects,64,35,86,29.336,5.429,6.867,15568,2421.73
2024-10-04 10:00:00,/user,108,37,71,12.058,1.964,1.034,16008,1096.5
2024-10-04 11:00:00,/data,98,52,91,126.451,10.234,17.579,19366,4343.16
2024-10-04 11:00:00,/scratch,212,79,145,64.711,6.61,6.315,23472,2143.43
2024-10-04 11:00:00,/projects,0,0,0,0,0,0,15568,2421.73
2024-10-04 11:00:00,/user,119,64,120,14.525,3.312,2.27,16063,1109.99
2024-10-04 12:00:00,/data,76,34,55,77.078,6.865,10.746,19408,4424.12
2024-10-04 12:00:00,/scratch,0,0,0,0,0,0,23472,2143.43
2024-10-04 12:00:00,/projects,83,47,111,59.576,5.722,10.586,15604,2486.17
2024-10-04 12:00:00,/user,0,0,0,0,0,0,16063,1109.99
2024-10-04 13:00:00,/data,28,19,44,27.618,3.544,8.854,19417,4457.04
2024-10-04 13:00:00,/scratch,190,74,108,52.909,5.393,4.095,23588,2195.04
2024-10-04 13:00:00,/projects,83,50,100,50.897,6.388,9.437,15637,2540.12
